808,259
789,449
616,499
430,619
810,600
336,592
1402,637
998,611
736,284
646,643
623,81
855,730
1381,760
66,428
1363,100
233,173
1061,266
701,353
1413,325
1291,658
439,637
1201,578
188,429
1133,692
108,369
987,271
621,520
1008,616
945,656
1150,448
923,671
379,110
514,525
400,261
1404,249
1231,177
1210,574
1136,288
1425,621
1024,537
864,560
37,748
1377,722
639,138
860,313
1085,244
691,244
76,432
862,374
64,432
348,410
1335,113
823,152
1200,599
592,42
1425,635
57,699
1372,89
832,672
563,422
1141,198
1146,320
1138,150
1243,663
515,156
746,602
531,274
429,468
462,672
1040,685
605,555
1438,533
993,168
1098,267
552,477
802,559
1129,718
885,485
502,127
1329,338
895,48
814,542
463,830
463,886
725,771
526,702
733,808
562,788
458,778
580,727
482,760
551,755
692,760
550,672
475,860
650,696
573,742
715,765
489,708
499,753
498,714
1108,725
602,671
916,643
1388,657
782,571
822,192
1296,183
395,99
786,453
1353,283
841,499
1020,238
614,510
698,318
123,347
498,556
1217,721
475,409
1021,143
657,547
923,176
277,393
1014,478
83,108
177,674
922,462
776,548
105,246
1002,529
649,291
1429,100
29,452
1202,432
1390,635
209,196
27,149
746,683
1086,282
826,410
766,197
336,319
794,673
1299,731
815,594
311,378
1375,416
985,322
1060,674
1128,429
515,119
197,29
784,374
1139,37
675,506
1436,593
97,558
155,73
824,465
197,161
717,658
309,20
587,64
887,694
581,391
277,660
355,365
92,153
680,213
124,639
92,77
1349,448
1283,116
303,639
1007,375
674,125
1394,252
1059,112
1065,512
1256,565
441,538
774,201
308,426
472,338
356,604
1414,514
61,418
1095,271
596,435
1098,327
917,386
1392,299
808,143
406,632
912,686
918,727
960,883
838,833
882,783
871,705
880,761
928,845
932,877
1073,732
1083,780
865,551
434,134
1099,541
191,648
378,664
385,594
989,345
1106,429
504,160
346,206
357,85
666,759
476,739
581,86
895,355
1170,448
1222,719
782,264
160,722
544,604
993,510
97,295
1093,297
918,371
283,250
-1
