1435,695
671,164
1278,548
1063,375
505,634
1339,586
388,232
1019,301
424,406
71,392
1430,299
738,394
1281,97
1324,310
435,422
566,332
119,130
106,274
925,744
616,130
167,315
1142,661
1404,129
1123,105
986,351
1204,148
31,36
1069,297
104,104
1109,63
1447,55
898,621
94,554
69,274
376,537
1275,361
314,306
799,587
1214,580
1418,550
1461,523
1255,526
1151,658
1285,655
1114,495
1154,634
1347,464
1459,470
1141,506 
506,419
333,756
1302,670
694,571
963,115
103,273
1120,687
913,596
35,641
627,76
496,131
996,434
1320,644
136,359
1327,332
1393,417
937,706
1389,187
941,372
407,472
1193,491
340,648
880,646
829,704
178,721
553,723
1681,750
1540,854
1676,741
1610,837
1667,818
1827,870
1607,711
1670,803
1487,688
1807,819
87,547
98,342
242,323
638,127
159,564
119,29
1283,637
1387,640
541,182
630,691
74,187
437,83
577,555
44,545
560,513
1103,86
1001,274
320,435
649,270
1443,373
616,284
1153,713
1377,308
731,749
1065,378
1127,558
577,264
1303,663
1383,643
1455,637
1387,659
1222,684
1344,602
1425,559
1429,668
1192,660
645,102
1418,96
1366,650
1225,79
699,555
602,297
1383,178
1195,427
1318,283
227,704
1178,511
169,33
1219,173
1309,497
297,245
1204,266
469,608
927,176
896,240
1352,575
1254,644
1244,166
1333,469
483,256
968,622
859,517
293,419
958,663
428,390
781,751
1322,382
79,264
1368,664
845,173
1208,88
509,168
386,426
536,147
1220,333
1064,524
556,99
733,351
1079,20
227,727
865,394
988,673
1222,469
1285,571
1069,362
855,755
1176,515
1232,59
1171,20
86,748
263,726
1088,628
679,289
506,84
224,69
229,205
1285,750
419,757
865,634
1308,494
921,225
223,103
1207,617
129,177
1059,725
1207,385
1141,598
826,448
623,666
556,542
554,398
778,660
448,152
540,376
403,520
328,502
122,460
343,647
1301,154
966,24
536,657
593,589
902,410
945,188
884,191
297,501
426,187
1185,438
128,124
510,125
947,150
522,520
948,507
1448,549
1091,101
1417,104
124,424
548,618
1209,510
834,319
1348,296
327,418
883,731
297,656
161,234
-1
