1278,728
844,218
404,86
1022,288
1065,167
1412,738
1361,668
147,507
938,336
1321,240
439,639
294,44
408,144
642,539
466,223
1357,590
58,110
65,150
362,159
1019,633
41,285
1012,343
904,66
1205,459
914,328
1022,258
1038,276
1336,34
538,228
1212,437
977,476
593,419
1246,261
242,326
980,336
165,636
1178,406
271,286
1069,569
190,484
1081,649
499,21
570,394
215,66
127,738
352,403
919,365
1356,576
1364,411
1412,39
443,260
637,159
416,586
855,38
1013,399
717,170
436,90
1049,142
425,193
740,96
817,714
486,727
801,539
216,671
362,633
562,115
399,609
823,592
604,275
897,691
293,214
276,244
1044,759
466,311
423,547
757,704
40,705
1137,481
276,449
468,547
106,521
195,355
648,165
43,264
761,740
420,162
1422,60
812,634
644,54
585,701
1356,290
1290,633
95,717
975,390
748,636
826,166
426,117
631,380
1172,146
1227,152
898,712
209,72
1068,43
454,181
939,414
1285,58
80,268
301,258
325,587
1399,157
267,396
1110,36
1066,273
589,601
392,736
969,645
1075,66
963,544
436,349
259,398
765,59
1198,660
1148,98
27,188
248,468
223,117
607,685
833,507
202,689
1094,727
505,654
33,752
464,124
706,569
858,403
455,727
1235,77
1022,141
1437,90
586,492
1146,348
1068,398
1218,75
900,395
366,441
1216,598
175,361
786,519
865,95
334,115
1218,357
26,545
37,618
335,427
721,627
595,617
1045,492
810,566
472,627
168,420
281,300
326,403
402,311
1074,759
551,754
237,548
270,381
130,621
536,156
70,515
1012,78
42,349
964,737
868,653
1037,176
512,405
1397,544
1127,390
1063,164
1064,657
327,596
910,50
494,690
812,739
1426,230
978,655
200,548
894,384
107,342
327,479
1014,43
855,33
798,457
1020,689
1437,736
1142,397
877,676
1317,716
279,429
757,510
-1
