191,555
1331,510
618,70
24,708
1022,566
595,241
1140,634
1086,755
1185,403
272,677
355,680
1409,518
950,165
565,733
1386,606
829,370
506,723
366,237
147,632
1107,593
383,312
453,169
170,271
802,579
983,390
991,272
303,502
851,626
853,389
503,241
404,142
830,663
176,622
1318,577
1034,410
548,608
117,730
1417,312
300,88
1270,360
612,215
634,398
92,696
78,62
1231,62
646,741
1093,81
1385,52
1009,658
291,674
167,290
962,438
45,601
435,56
99,538
207,449
773,508
842,609
795,512
117,714
1212,712
1210,140
182,703
1136,339
434,342
203,36
1280,277
903,663
298,501
823,444
811,26
837,730
1034,610
1281,532
1075,91
1174,595
1343,402
1248,725
1032,403
628,754
1353,409
1436,448
1370,285
537,134
1076,280
669,121
611,492
1007,752
300,436
1334,147
678,604
800,219
239,492
197,37
886,448
218,404
1357,213
971,75
214,654
1106,665
1412,441
1185,466
453,295
1087,111
179,135
432,520
577,436
920,297
1148,369
1390,589
657,581
452,388
85,717
58,196
1146,531
486,117
653,488
1015,397
527,422
847,249
1155,347
220,470
1340,271
277,656
564,607
1400,731
364,699
27,662
1399,177
1077,508
351,225
1031,757
27,580
355,303
1407,171
165,627
1415,194
94,305
921,601
119,595
682,44
1381,712
972,669
444,413
865,290
1395,656
210,443
1234,479
922,728
131,86
1429,635
314,150
498,175
324,705
545,399
104,68
424,377
752,192
35,427
1018,420
434,404
637,603
356,90
1170,666
908,520
894,548
618,337
1102,206
293,88
1096,167
508,491
1145,651
950,28
1370,72
834,88
931,33
1282,50
1309,755
1034,257
1069,59
493,430
90,229
739,535
626,58
1242,273
77,351
430,207
105,305
595,126
905,372
353,667
365,753
1361,215
212,290
1097,633
1177,511
41,20
454,554
943,411
982,730
-1
