709,559
1170,565
666,549
677,84
984,278
283,316
743,134
1384,489
916,244
573,27
616,69
715,119
602,96
651,17
463,171
618,165
536,35
418,152
725,90
666,30
767,279
983,416
156,196
1427,398
626,244
842,571
356,611
776,150
856,314
966,457
651,741
853,433
928,717
213,140
574,501
1377,183
903,105
990,132
55,220
1245,118
820,138
348,72
307,735
621,225
444,515
812,307
487,326
969,52
865,90
943,197
809,26
969,103
877,215
992,25
1041,110
775,139
911,202
751,20
130,568
705,77
571,194
1370,334
96,447
177,707
250,122
1288,171
418,350
1206,558
585,33
856,311
1283,549
1353,66
871,96
679,591
64,187
1028,543
780,699
1354,490
750,394
286,350
1264,56
390,257
560,296
508,671
1178,64
827,217
664,526
908,167
1365,67
1353,537
1372,204
904,586
1275,277
1406,38
1154,530
1369,486
1183,111
652,613
1391,497
1270,538
617,33
1782,182
1561,35
1612,113
1779,221
1817,194
1803,91
1752,143
1654,15
1688,159
1504,214
1646,134
233,414
646,394
245,55
433,434
565,307
536,233
683,317
601,353
520,317
687,351
446,419
619,395
701,395
1052,310
1169,276
918,378
832,569
833,557
85,598
771,629
1279,555
217,49
242,486
516,206
552,442
954,714
1380,415
220,270
1198,501
882,445
709,190
911,160
226,504
975,98
1039,417
1126,434
1391,249
74,645
1138,485
894,590
195,329
166,438
510,59
1381,471
663,630
1237,87
770,61
192,189
590,498
451,314
812,681
224,484
690,588
1336,464
1433,441
72,740
180,647
1348,356
1245,229
142,75
444,410
525,706
663,81
652,606
1156,684
943,251
815,171
584,635
254,314
305,335
60,671
1320,477
1266,132
885,311
261,508
602,162
1243,617
386,311
381,449
887,723
701,176
827,327
194,203
186,262
670,522
601,289
37,292
1153,723
442,277
244,224
145,244
1336,292
447,465
531,265
1349,609
1153,239
493,343
1135,47
747,735
1037,589
98,537
556,424
288,660
873,212
274,179
1109,74
1313,688
1285,84
1095,709
933,504
302,409
44,604
575,248
568,478
375,140
227,142
101,406
329,212
220,478
173,676
247,200
989,328
879,117
1198,712
1163,628
1315,89
487,586
1390,297
88,302
1423,353
57,619
-1
