685,32
711,312
285,359
398,599
119,472
1239,141
1223,127
209,667
764,518
836,586
38,637
1162,758
1395,536
1368,310
348,370
1259,180
606,434
1231,302
327,104
582,81
1285,149
793,549
304,757
650,266
1245,307
1337,315
1332,584
600,221
1003,412
786,693
721,191
630,727
709,737
549,752
1131,97
25,534
830,560
318,639
640,40
1127,757
1109,42
911,572
1149,197
1026,503
1179,62
642,725
1058,203
1342,178
364,645
550,372
994,124
1315,45
807,317
822,271
265,226
804,613
337,157
107,519
813,569
1330,662
865,126
916,217
1166,96
299,223
85,555
25,542
1434,235
479,25
602,20
282,296
608,486
677,343
844,678
964,399
1071,520
1204,150
868,227
718,621
913,98
879,363
1291,64
1443,399
624,70
589,520
1422,584
737,699
605,604
1351,21
345,341
835,217
605,720
809,478
39,654
535,262
1241,428
390,475
373,85
419,333
107,562
101,102
1304,313
252,492
505,596
785,104
906,684
1396,723
1214,366
460,55
1232,431
971,237
1117,55
401,345
48,448
1013,564
736,341
576,340
577,703
845,315
449,700
157,548
1218,29
1042,222
500,405
476,38
630,238
1173,365
741,342
1135,618
525,102
274,254
707,167
1266,628
124,733
121,21
1131,177
769,725
911,513
184,555
219,510
632,688
1395,745
1310,292
571,199
715,32
184,416
1120,445
1296,540
199,358
1163,210
1108,221
1333,745
109,434
416,130
960,411
137,48
1069,305
599,373
752,716
1037,324
1317,395
607,653
166,196
408,78
1133,405
1359,142
1021,70
424,564
45,361
165,674
660,237
1155,506
657,168
1391,655
197,109
1437,487
1402,722
1435,437
1360,190
500,704
358,278
701,331
775,363
1302,162
107,588
596,541
1429,178
497,580
787,668
1222,41
1118,301
1099,189
815,624
547,90
497,36
183,393
457,586
706,81
321,146
241,148
43,462
-1
