1375,531
1124,422
224,251
767,408
1198,193
1004,578
235,630
413,280
1349,397
729,528
127,378
1106,507
290,155
1090,98
663,722
1105,519
635,297
424,507
1299,305
801,506
673,542
885,736
1197,255
1039,171
263,565
13,566
327,552
209,556
30,584
131,586
110,657
246,568
267,510
229,566
288,636
232,654
242,469
336,533
322,520
1033,164
1168,433
265,158
765,53
1075,239
230,64
1274,174
1372,154
371,410
112,528
1113,509
1032,396
63,589
1144,139
1161,654
1182,526
311,86
306,390
783,659
1444,64
1036,143
1084,670
1149,464
1440,325
1028,601
1372,325
894,182
67,266
783,524
991,530
605,840
702,722
575,750
572,715
554,872
491,824
442,705
736,813
589,748
567,794
449,746
551,748
390,800
446,811
508,715
512,853
484,789
715,876
632,718
1271,230
113,695
1136,574
1330,134
706,639
664,87
804,581
331,281
711,456
860,522
283,143
42,550
47,723
706,412
557,153
1381,306
630,652
274,85
603,365
377,701
550,717
1283,557
341,293
309,112
399,456
234,584
751,81
1095,595
106,431
922,385
944,747
79,118
354,77
595,66
301,383
1071,48
426,539
857,280
768,529
167,611
505,158
46,457
801,547
342,751
1295,288
1109,428
602,455
879,203
451,689
636,270
931,568
609,620
526,568
405,373
455,556
946,446
1411,438
476,724
54,505
998,699
1124,625
1274,413
844,139
1413,207
1318,727
861,516
925,569
403,310
46,182
1394,82
1384,656
1011,256
1380,36
891,587
177,272
120,41
389,714
1396,365
1414,414
1306,259
1102,475
1329,167
1315,475
496,679
73,78
954,271
1248,602
522,221
1365,268
892,308
1006,186
61,598
864,48
957,505
1375,469
906,527
1222,755
684,213
562,140
1340,512
187,412
946,457
1045,312
1004,85
986,420
994,229
601,568
841,573
129,250
71,126
182,305
1442,658
680,640
1252,353
246,191
795,290
738,609
71,678
1235,469
899,243
1179,759
681,154
1343,445
931,462
833,291
180,270
354,419
250,345
962,76
897,426
1058,106
190,58
914,478
426,688
767,735
1442,736
1427,759
910,190
859,685
1306,652
847,658
716,614
566,546
1098,484
591,573
1116,411
-1
