1422,20
1357,300
1259,235
560,392
1121,427
1314,531
779,728
874,206
410,544
1438,93
713,56
50,335
644,514
807,122
162,250
765,414
298,454
1339,27
1111,738
1024,323
752,742
57,752
673,691
234,261
876,647
882,115
415,398
216,575
431,679
1187,570
321,131
781,45
523,338
125,632
179,196
277,177
861,344
994,361
1090,442
811,314
815,407
907,444
999,376
785,336
758,436
1043,414
1250,81
168,672
1103,39
893,610
201,255
935,27
346,585
1170,376
1188,49
99,294
923,678
1255,466
851,215
1121,77
1372,262
522,722
103,383
1057,485
318,211
589,205
202,650
161,218
1265,472
763,176
876,636
1135,270
1024,205
1137,266
1197,241
1164,364
1107,415
1218,376
1224,404
1448,386
1333,393
1187,418
1180,418
1414,398
1305,286
1404,314
1397,404
1278,313
1212,418
1127,276
1332,439
1430,265
1281,348
1141,298
634,230
1182,44
571,611
1263,752
682,50
943,671
787,265
381,230
219,473
250,267
1190,372
1081,501
392,494
629,46
191,108
664,511
320,413
449,676
1213,257
1300,207
281,335
1441,206
467,65
1384,195
460,70
60,635
877,243
344,327
1338,133
976,716
1004,275
1095,566
52,342
899,724
756,461
489,373
798,678
840,228
328,300
1414,545
533,606
615,194
1432,737
136,745
1106,22
576,77
491,753
1058,524
22,566
596,142
169,280
639,295
673,332
406,319
1313,245
58,508
1359,448
939,570
707,648
832,42
407,757
26,582
523,319
1001,268
324,78
1360,418
215,218
319,535
797,685
933,153
325,336
757,254
372,750
1060,320
483,102
1127,449
1219,750
896,309
983,515
414,362
1301,509
434,371
1030,410
1163,422
495,501
990,597
509,97
1353,128
1209,710
972,393
559,680
347,225
761,624
372,520
252,687
517,414
710,469
1404,274
547,732
222,622
130,608
817,297
430,395
879,594
436,71
383,400
1414,169
1072,573
55,696
1334,454
872,272
1240,565
1283,285
1142,568
543,297
1251,522
271,584
353,359
106,303
1139,498
176,443
1254,506
263,42
1304,359
1033,602
438,49
244,557
474,713
864,276
343,317
639,696
926,446
1194,470
1379,256
920,239
988,695
597,81
-1
