1173,172
846,150
1040,412
1325,92
660,122
753,550
437,82
250,91
1437,615
448,640
1440,681
922,500
1148,127
908,190
1143,160
1014,63
1143,254
1027,428
912,465
1357,551
1443,542
705,313
571,463
1415,65
1071,563
201,489
793,453
654,365
96,670
895,450
851,20
1083,191
328,733
1270,244
883,32
853,178
348,279
923,147
200,33
264,126
1486,646
1653,602
1567,488
1786,598
1634,620
1533,521
1604,640
1624,572
1515,600
1559,600
143,227
651,166
1140,470
1163,494
181,476
218,36
176,314
816,505
1041,506
513,500
1834,931
1773,939
1811,926
1641,926
1707,905
1809,902
1732,950
1763,945
1685,924
1828,953
1818,934
1749,922
1747,949
1696,949
1704,956
1770,896
1801,950
1656,962
1701,936
1771,945
801,197
381,107
337,521
88,760
1041,340
1289,555
625,294
1087,32
297,588
436,268
287,137
393,346
118,735
627,664
379,671
1315,356
275,597
1272,124
657,515
894,369
1016,34
555,275
1228,96
1014,400
612,305
544,498
185,536
1327,453
73,396
671,643
545,143
450,493
159,92
311,213
668,62
327,89
730,370
632,201
378,27
659,755
440,174
363,316
1426,399
1306,529
392,157
95,593
1177,35
379,362
393,567
1299,672
1220,148
335,397
1392,62
530,168
1108,541
1333,339
1432,198
582,65
1331,670
862,300
1421,162
772,147
613,611
72,410
456,150
881,490
269,375
1415,105
1259,514
880,708
685,390
1209,29
1360,707
1410,155
268,287
751,38
701,654
428,449
955,510
631,144
1206,483
219,590
503,568
912,676
1346,284
1427,43
419,663
1399,485
657,411
511,583
568,398
1345,496
474,94
553,538
619,48
1414,552
1224,150
154,750
620,48
1252,454
1060,44
602,567
191,168
937,116
598,153
955,334
121,261
247,279
1094,544
29,222
712,399
509,656
339,351
1282,202
1304,96
214,266
517,465
121,225
1015,739
635,451
525,651
1216,114
893,39
758,330
529,638
1059,378
1251,648
1312,34
826,715
229,304
515,295
1123,724
1266,21
25,315
964,32
1290,471
1230,246
591,21
48,656
578,440
453,708
1073,228
1306,248
159,492
623,428
569,138
1440,197
389,504
599,738
1309,249
-1
